0,0.014999999664723873
1,0.027666667476296425
2,0.019999999552965164
3,0.03333333507180214
4,0.0279999990016222
5,0.03500000014901161
6,0.04600000008940697
7,0.05299999937415123
8,0.06499999761581421
9,0.0533333346247673
10,0.050999999046325684
11,0.070333331823349
12,0.06533333659172058
13,0.10333333164453506
14,0.10466666519641876
15,0.12266666442155838
16,0.12033333629369736
17,0.1303333342075348
18,0.14266666769981384
19,0.1589999943971634
20,0.19233332574367523
21,0.16066665947437286
22,0.20466665923595428
23,0.18533332645893097
24,0.18766666948795319
25,0.1993333399295807
26,0.1836666613817215
27,0.18833333253860474
28,0.20733332633972168
29,0.2043333351612091
30,0.24799999594688416
31,0.2173333317041397
32,0.20233333110809326
33,0.2213333398103714
34,0.2213333398103714
35,0.210999995470047
36,0.210999995470047
37,0.21566666662693024
38,0.23266667127609253
39,0.2199999988079071
40,0.20600000023841858
41,0.23066666722297668
42,0.20733332633972168
43,0.1850000023841858
44,0.23100000619888306
45,0.23233333230018616
46,0.23533333837985992
47,0.23800000548362732
48,0.19733333587646484
49,0.23466666042804718
50,0.24199999868869781
51,0.21266666054725647
52,0.2133333384990692
53,0.22166666388511658
54,0.22499999403953552
55,0.22499999403953552
56,0.2083333283662796
57,0.21033333241939545
58,0.2486666589975357
59,0.1940000057220459
60,0.22200000286102295
61,0.21933333575725555
62,0.23333333432674408
63,0.2056666612625122
64,0.20533333718776703
65,0.24133333563804626
66,0.234333336353302
67,0.22033333778381348
68,0.2163333296775818
69,0.21833333373069763
70,0.2160000056028366
