0,-198.0
1,-197.23333740234375
2,-198.0
3,-196.6666717529297
4,-197.20001220703125
5,-196.5
6,-195.40000915527344
7,-194.70001220703125
8,-193.5
9,-194.6666717529297
10,-194.90000915527344
11,-192.9666748046875
12,-193.4666748046875
13,-189.6666717529297
14,-189.53334045410156
15,-187.73333740234375
16,-187.9666748046875
17,-186.9666748046875
18,-185.73333740234375
19,-184.10000610351562
20,-180.7666778564453
21,-183.93333435058594
22,-179.53334045410156
23,-181.4666748046875
24,-181.23333740234375
25,-180.06666564941406
26,-181.63333129882812
27,-181.1666717529297
28,-179.2666778564453
29,-179.56666564941406
30,-175.1999969482422
31,-178.2666778564453
32,-179.7666778564453
33,-177.86666870117188
34,-177.86666870117188
35,-178.90000915527344
36,-178.90000915527344
37,-178.43333435058594
38,-176.73333740234375
39,-178.0
40,-179.40000915527344
41,-176.93333435058594
42,-179.2666778564453
43,-181.5
44,-176.90000915527344
45,-176.7666778564453
46,-176.4666748046875
47,-176.1999969482422
48,-180.2666778564453
49,-176.53334045410156
50,-175.8000030517578
51,-178.73333740234375
52,-178.6666717529297
53,-177.83334350585938
54,-177.5
55,-177.5
56,-179.1666717529297
57,-178.9666748046875
58,-175.13333129882812
59,-180.60000610351562
60,-177.8000030517578
61,-178.06666564941406
62,-176.6666717529297
63,-179.43333435058594
64,-179.4666748046875
65,-175.86666870117188
66,-176.56666564941406
67,-177.9666748046875
68,-178.36666870117188
69,-178.1666717529297
70,-178.40000915527344
